freq_items,frequency
608  800,100
608  859,101
32  460  608  897,134
32  460  608  676  897,132
32  608  676  897,136
460  608  897,139
460  608  676  897,136
608  676  897,141
32  608  676,140
32  460  608  676,135
460  608  676,141
32  608,160
32  460  608,137
460  608,165
175  511  608  792,157
175  511  579  608  792,150
511  579  608  792,158
175  511  608,167
175  511  579  608,159
511  579  608,168
175  608  792,162
175  579  608  792,155
579  608  792,164
175  608,192
175  579  608,164
579  608,197
438  540  608  790  966,264
438  526  540  608  790  966,261
438  526  540  608  790,266
540  608  790  966,272
526  540  608  790  966,268
526  540  608  790,273
526  540  608,283
526  540  608  966,278
438  526  540  608,276
438  540  608  966,276
438  526  540  608  966,271
540  608  966,284
438  608  790  966,273
438  526  608  790  966,270
438  526  608  790,276
608  790  966,282
526  608  790  966,278
526  608  790,284
438  526  608,286
438  526  608  966,280
526  608  966,289
608  966,313
438  608  966,286
438  608,326
663  912  923,100
401  912  923,101
12  912  923,102
597  912  923,102
12  663  912,100
597  663  912,100
12  401  912,103
12  597  912,105
401  912,131
912  913,134
597  912,136
378  912  978,128
378  510  912  978,122
378  487  912  978,115
378  487  510  912  978,111
487  510  912  978,121
510  912  978,133
378  487  912,130
378  487  510  912,123
378  510  912,134
487  912,163
487  510  912,139
510  912,166
348  912,562
511  982,114
350  414  511  832,102
350  414  511  832  857,100
350  414  511  857,105
414  511  832,109
414  511  832  857,105
414  511  857,110
350  511  857,110
350  511  832  857,104
511  832  857,111
350  511,127
350  511  832,112
175  511  792,164
175  511  579  792,157
511  579  792,165
511  579,189
175  511  579,168
175  511,191
143  28  283  5  511,178
28  283  5  511  832,178
143  28  283  5  511  832,169
143  28  283  511,190
143  28  283  511  832,179
28  283  511  832,192
28  5  511  832,192
143  28  5  511  832,180
143  28  5  511,193
143  28  511,208
143  28  511  832,193
28  511  832,211
143  283  5  511,191
143  283  5  511  832,181
283  5  511  832,192
143  5  511,208
143  5  511  832,194
5  511  832,209
143  283  511,209
143  283  511  832,195
143  511  832,213
283  511,242
283  511  832,211
285  387  511  594  614  720,256
112  285  387  511  594  614  720,249
112  387  511  594  614  720,260
285  387  511  594  614,269
112  285  387  511  594  614,261
112  387  511  594  614,272
511  594  614  720,284
112  511  594  614  720,274
285  511  594  614  720,271
112  285  511  594  614  720,263
112  285  511  594  614,275
112  511  594  614,286
285  387  511  594  720,274
112  285  387  511  594  720,266
112  387  511  594  720,278
285  387  511  594,289
112  285  387  511  594,280
112  387  511  594,292
285  511  594  720,291
112  285  511  594  720,282
112  511  594  720,294
285  511  594,306
112  285  511  594,296
112  511  594,308
285  387  511  720,292
112  285  387  511  720,283
112  387  511  720,296
285  387  511,311
112  285  387  511,301
112  387  511,314
285  387  511  614  720,272
112  285  387  511  614  720,264
112  387  511  614  720,276
285  387  511  614,287
112  285  387  511  614,278
112  387  511  614,290
511  614  720,304
112  511  614  720,293
285  511  614  720,289
112  285  511  614  720,280
112  285  511  614,294
112  511  614,307
285  511,335
112  285  511,319
285  511  720,312
112  285  511  720,301
112  511  720,316
112  511,339
511  832,351
428  509,190
428  509  94,174
401  428  784  94,309
401  428  684  784  94,299
401  428  684  784,312
428  784  94,324
428  684  784  94,311
428  684  784,325
401  428  684,320
401  428  684  94,306
401  428  94,323
279  428,357
279  428  826,318
428  684,357
428  684  94,323
428  826,372
428  94,508
266  797,112
266  890,114
266  401,116
145  266,122
266  523  944,161
266  523  766  944,160
266  766  944,168
266  523,193
266  523  766,172
266  766,218
266  988,244
151  266  988,229
151  266,251
214  266,251
120  214  266,222
120  266,272
32  325  470  526,119
276  32  325  470  526,115
276  32  325  526,125
325  470  526,132
276  325  470  526,125
276  325  526,138
276  325  470,138
276  32  325,138
276  32  325  470,126
325  470,164
32  325  470,134
32  325,177
325  692  736,316
325  368  736,316
325  368  692  736,301
325  692,350
325  368  692,315
325  368,367
325  775,499
325  75  775,471
325  75,500
201  450,102
201  989,107
201  859  989,102
201  701,108
201  859,112
201  944,113
201  778,113
201  675,116
201  487,119
201  274  490,107
201  274  490  631,102
201  274  631,111
201  631,136
201  490  631,111
147  201  540,118
147  201  509  540,115
147  201  509,156
201  509,171
201  509  540,118
201  490,189
116  201  653  720,169
116  201  653  720  846,163
116  201  653  846,170
201  653  720,183
201  653  720  846,176
201  653  846,185
116  201  846,190
116  201  720  846,178
201  720  846,195
201  540,218
116  201,220
116  201  720,186
201  720,224
422  823  918,118
422  8  823  918,111
422  8  823,120
823  918,138
8  823  918,115
8  823,142
196  820  823,144
196  820  823  975,137
820  823  975,146
823  975,166
196  823  975,146
196  823,169
1  470  523  823  874,271
1  470  523  823  874  884,269
470  523  823  874  884,274
1  523  823  874,278
1  523  823  874  884,275
523  823  874  884,282
1  523  823,286
1  523  823  884,282
1  470  523  823,279
1  470  523  823  884,276
470  523  823  884,283
523  823  884,291
1  470  823  874,284
1  470  823  874  884,281
470  823  874  884,286
1  823  874,292
1  823  874  884,287
823  874  884,294
1  470  823,292
1  470  823  884,288
1  823  884,294
823  884,308
470  823  884,295
470  823,318
423  749  823,366
423  521  749  823,351
423  521  823,367
749  823,397
521  749  823,370
521  823,406
217  366,124
366  414,204
183  366  414,193
10  366,213
10  366  688,193
366  688,215
366  674  720,376
183  366  674,376
183  366  674  720,353
366  720,419
183  366  720,383
183  366,616
129  928,126
129  477  928,107
598  928,132
487  928,138
477  487  928,104
477  928,146
844  928,160
39  844  928,130
39  928,178
115  258,109
258  75,110
258  554,128
258  554  998,116
258  775,130
258  998,143
140  258  832,149
140  258  804  832,141
258  804  832,152
140  258,172
140  258  804,144
258  804,198
429  854,107
198  429  883  910,143
198  429  853  883  910,136
198  429  853  910,145
198  429  883,158
198  429  853  883,147
198  429  853,159
429  883  910,154
429  853  883  910,146
429  853  910,156
429  853,183
429  853  883,162
429  883,209
429  94,232
112  429  94,221
112  429,242
429  782,465
283  710,100
682  710,107
419  710,109
710  883,119
710  867,144
710  763  867,122
710  763,146
32  605  710,156
275  605  710,156
275  32  605  710,145
173  710,187
32  710,188
275  32  710,157
275  710,250
546  970,166
546  918  970,148
546  918,174
120  538  546  665  878,241
120  546  665  878  981,241
120  538  546  665  878  981,236
120  546  665  981,247
120  538  546  665,247
120  538  546  665  981,242
546  665  878  981,247
538  546  665  878,247
538  546  665  878  981,242
546  665  981,254
538  546  665  981,249
538  546  665,255
120  546  981,257
120  538  546  981,249
538  546  981,258
546  878  981,257
538  546  878  981,249
120  538  546  878,249
120  538  546  878  981,243
120  546  878  981,251
538  546  878,259
120  546,281
120  538  546,255
538  546,288
217  546  923  947,564
217  546  661  923  947,559
217  546  661  923,571
217  546  947,577
217  546  661  947,572
217  546  661,585
546  923  947,584
546  661  923  947,578
546  661  923,592
546  947,608
546  661  947,592
546  661,610
145  563,105
563  618,125
563  618  673,109
563  673,130
438  563  567,158
362  438  563  567,143
362  563  567,160
112  563  69,161
112  362  563  69,156
362  563  69,167
112  563,190
112  362  563,171
438  563,210
362  438  563,167
332  48  504  563,191
332  48  504  563  687,188
48  504  563  687,197
332  504  563,204
332  504  563  687,199
504  563  687,208
332  563,222
332  563  687,207
332  48  563,199
332  48  563  687,196
48  563  687,207
563  687,229
362  563,370
37  490,104
487  490,109
490  735  843,114
490  735  843  888,111
490  843  888,116
348  490  735  888,111
348  490  735  843  888,109
348  490  735  843,112
348  490  843,117
348  490  888,117
348  490  843  888,114
490  735,130
490  735  888,114
274  490,133
274  490  631,109
490  631,136
490  888,144
490  684  788  814,156
490  538  684  788  814,152
490  538  788  814,157
490  538  788,167
490  684  788,167
490  538  684  788,161
490  684  814,164
490  538  684  814,159
490  538  814,166
490  906,190
490  538,202
490  538  684,172
490  684,216
490  981,233
177  490  981,205
177  490,267
632  778,101
438  632,103
116  632,104
523  632,108
171  632  663,101
171  632  775,102
381  632,119
632  663,126
632  663  775,102
468  632  692  825  913,119
450  468  632  692  825  913,117
450  468  632  825  913,122
468  632  692  913,125
450  468  632  692  913,123
450  468  632  913,128
468  632  692  825,127
450  468  632  692  825,125
450  468  632  825,130
468  632  692,133
450  468  632  692,131
450  468  632,136
632  775,141
632  706  775,100
632  692  825  913,125
450  632  692  825  913,123
450  632  692  913,129
632  825  913,132
450  632  825  913,128
450  632  913,134
450  632  825,136
450  632  692  825,131
450  632  692,138
632  825,161
632  692  825,134
632  692,170
12  550  579  632  795,145
12  460  550  579  632  795,139
12  460  550  632  795,147
460  550  632  795,158
460  550  579  632  795,150
550  579  632  795,159
12  460  550  632,160
12  550  579  632,160
12  460  550  579  632,151
460  550  632,174
460  550  579  632,164
550  579  632,177
12  579  632  795,149
12  460  579  632  795,143
12  460  632  795,151
12  579  632,166
12  460  579  632,157
12  460  632,168
460  632  795,166
460  579  632  795,158
579  632  795,168
579  632,205
460  579  632,174
632  706,207
460  632,207
392  632,427
489  632,427
392  489  632,420
336  78,102
279  336  567,102
279  336  567  606,100
336  346  567  844,101
143  336  346  567  844,100
336  567  606  844,101
336  567  844  85,102
143  336  567  844  85,100
143  336  567  844,103
336  567  606  85,103
143  336  567  606  85,100
143  336  567  85,104
336  346  567  85,103
143  336  346  567  85,101
336  346  567  606,103
143  336  346  567  606,101
143  336  346  567,105
143  336  567,108
336  567  606,108
143  336  567  606,104
279  336  85,101
143  336  85,106
143  336  606  85,102
143  336  844  85,102
336  606  844  85,102
336  346  844  85,101
336  346  606  85,102
143  336  346  85,103
336  606  85,107
143  279  336  606,100
143  279  336  346,100
143  336  606  844,103
143  336  346  606  844,100
143  336  346  844,104
143  336  606,108
143  336  346  606,105
143  336  346,109
279  336  844,101
279  336  346,104
279  336  346  606,102
279  336  606,108
336  346  844,106
336  346  606  844,102
336  606  844,111
336  346,130
336  346  606,111
336  385  422  606  738,121
336  385  422  738  897,121
336  385  422  606  738  897,119
336  422  738  897,125
336  422  606  738,125
336  422  606  738  897,123
336  422  897,129
336  422  606  897,127
336  385  422  897,125
336  385  422  606  897,123
336  385  422  606,126
336  422  606,133
336  385  738  897,130
336  385  606  897,130
336  385  606  738  897,126
336  738  897,135
336  606  738  897,131
336  606  897,139
336  385  738,135
336  385  606  738,129
336  385  606,138
336  738,177
336  606  738,136
242  336,208
234  242  336,194
234  336,238
336  606,298
336  354  593  71  989,338
336  354  593  71  921  989,335
336  593  71  921  989,342
336  354  593  989,348
336  354  593  921  989,344
336  593  921  989,352
336  354  71  989,350
336  354  71  921  989,345
336  71  921  989,352
336  354  989,360
336  354  921  989,354
336  921  989,362
336  354  509  71  989,337
336  354  509  71  921  989,332
336  509  71  921  989,338
336  354  509  593  71  989,327
336  354  509  593  71  921  989,324
336  509  593  71  921  989,330
336  354  509  593  71,337
336  354  509  593  71  921,332
336  509  593  71  921,338
336  509  71  921,346
336  354  509  71  921,340
336  354  509  71,347
336  354  509  593  989,337
336  354  509  593  921  989,333
336  509  593  921  989,340
336  354  509  989,347
336  354  509  921  989,341
336  509  921  989,348
336  354  509  593,349
336  354  509  593  921,343
336  509  593  921,350
336  509  921,358
336  354  509  921,351
336  354  509,359
336  71  921,360
336  354  71  921,353
336  354  921,364
336  354  593  71,348
336  354  593  71  921,343
336  593  71  921,350
336  354  593,360
336  354  593  921,354
336  593  921,363
336  71,385
336  354  71,360
336  354,399
126  843,101
126  332,106
126  561,108
126  207  658,101
126  207  919,101
126  207  477,104
126  658,118
126  477  658,101
126  477,119
126  477  919,100
126  682,125
126  919,128
126  334  740  998,110
126  334  740  800,110
126  334  740  800  998,107
126  334  998,116
126  334  800  998,113
126  334  800,117
126  740  800,116
126  740  800  998,113
126  800  998,120
126  740,167
126  740  998,119
126  411,168
126  639  765,197
126  319  639  765,191
126  319  765,200
126  319,219
126  319  639,197
126  361  48,208
126  361  48  878,203
126  361  878,217
126  998,225
126  48,229
126  48  878,214
126  878,241
126  639,254
173  73,105
173  829,130
173  368,138
173  204,142
173  921,152
173  684,201
173  630  649  789  919,170
173  630  649  789  809  919,164
173  630  649  809  919,173
173  630  649  789,181
173  630  649  789  809,172
173  630  649  809,184
173  630  789  919,185
173  630  789  809  919,177
173  630  809  919,186
173  630  789,198
173  630  789  809,187
173  630  809,199
173  649  789  919,178
173  649  789  809  919,171
173  649  809  919,182
173  789  919,193
173  789  809  919,184
173  809  919,195
173  789  809,195
173  649  789  809,180
173  649  809,229
173  789,301
173  649  789,192
173  649,309
122  381,120
122  343  390  675,254
122  161  343  390  675,248
122  161  343  675,260
122  343  390,271
122  161  343  390,265
122  161  343,277
122  390  675,269
122  161  390  675,259
122  161  675,274
122  390,302
122  161  390,276
122  161,305
122  35,343
122  35  718,297
122  718,349
468  682,100
468  71,104
468  692  825  913,124
450  468  692  825  913,122
450  468  825  913,127
468  692  913,130
450  468  692  913,128
450  468  913,133
468  692  825,134
450  468  692  825,131
450  468  825,137
450  468,161
450  468  692,137
468  692,176
35  392  468  862,165
242  35  392  468  862,164
35  392  4  468  862,165
242  35  392  4  468  862,164
242  35  468  862,166
242  35  4  468  862,166
35  4  468  862,167
35  392  468,168
242  35  392  468,167
35  392  4  468,168
242  35  392  4  468,167
242  35  468,170
242  35  4  468,170
35  4  468,171
392  468  862,170
392  4  468  862,167
242  392  468  862,165
242  392  4  468  862,165
392  4  468,171
242  392  4  468,169
242  392  468,175
4  468,188
4  468  862,170
242  468,188
242  4  468,172
242  468  862,167
242  4  468  862,167
468  862,195
276  468,393
276  468  960,364
468  960,408
357  5  653  708  886,149
357  403  5  653  708  886,144
403  5  653  708  886,150
357  5  708  886,156
357  403  5  708  886,150
403  5  708  886,157
357  5  653  708,159
357  403  5  653  708,154
403  5  653  708,160
357  5  708,166
357  403  5  708,160
403  5  708,167
403  653  708  886,156
357  403  653  708  886,150
357  403  708  886,158
403  653  708,167
357  403  653  708,160
357  403  708,168
653  708  886,161
357  653  708  886,155
357  708  886,164
357  708,187
357  653  708,166
653  708,196
708  841  874,235
480  708  841  874,217
480  708  841,245
708  874,275
480  708  874,237
480  708,286
294  708  853  978,335
294  708  853  883  978,329
294  708  853  883,338
294  708  978,345
294  708  883  978,337
294  708  883,347
708  853  978,348
708  853  883  978,342
708  853  883,352
708  978,569
708  883  978,542
708  883,609
310  790  947,125
310  70  790  947,118
310  70  790,135
790  795,152
790  947,167
70  790  947,134
70  790,211
438  540  790  966,273
438  526  540  790  966,269
438  526  540  790,274
526  540  790,281
540  790  966,281
526  540  790  966,276
438  526  790,285
438  526  790  966,279
526  790  966,287
790  966,306
438  790  966,284
438  790,313
283  385  790,303
283  385  790  885,299
385  790  885,305
790  885,330
283  790  885,306
283  790,361
5  561,100
205  5,110
161  31  5  805,113
125  161  31  5,113
125  161  31  5  805,112
125  161  5,115
161  5  805,115
125  161  5  805,114
125  5  805,115
125  31  5  805,113
125  31  5,117
5  805,127
31  5  805,114
31  5,129
5  736,171
357  5  653  886,160
357  403  5  653  886,155
357  403  5  886,161
357  5  653,171
357  403  5  653,166
357  403  5,172
104  5  529,173
104  5  529  591,167
104  5  591,177
403  5,190
403  5  886,169
5  653  886,166
403  5  653  886,161
403  5  653,172
5  886,193
5  591,194
5  529  591,178
5  529,222
28  283  5  832,188
143  28  283  5  832,178
143  28  283  5,190
28  5  832,204
143  28  5  832,191
143  28  5,207
143  283  5,206
143  283  5  832,192
143  5  832,208
5  832,238
283  5  832,205
283  5,249
171  39,100
171  606,111
171  706  775,102
171  663  706,103
171  663,129
171  663  775,106
171  775,133
171  450,140
171  227  541  964,122
171  227  541  674  964,118
171  227  541  946  964,115
171  227  541  674  946  964,112
171  227  674  946  964,119
171  227  674  964,125
171  541  946  964,123
171  541  674  946  964,120
171  541  674  964,126
171  946  964,132
171  674  946  964,129
171  674  964,136
171  227  946,132
171  227  674  946,128
171  227  541  946,123
171  227  541  674  946,119
171  541  674  946,127
171  674  946,138
171  227  541,131
171  227  541  674,126
171  227  674,135
171  674,164
171  541  674,134
171  541,175
171  240  982  991,188
171  240  598  982  991,183
171  240  598  991,189
171  982  991,199
171  598  982  991,194
171  598  991,200
171  240  982,197
171  240  598  982,190
171  598  982,201
171  240,215
171  240  598,197
171  419  48,201
171  419  48  707,194
171  48  707,202
171  707,224
171  419  707,212
171  598,228
171  419,249
105  618,103
105  918,122
105  332  469  991,194
105  332  362  469  991,185
105  332  362  991,196
105  469  991,211
105  362  469  991,201
105  362  991,216
105  332  469,207
105  332  362  469,198
105  332  362,210
105  469,240
105  362  469,216
105  362,251
105  494  815,552
105  494  815  944,512
105  815  944,566
105  494  815  862,500
105  494  815  862  944,467
105  815  862  944,510
105  494  862,549
105  494  862  944,507
105  862  944,559
105  494,622
105  494  944,557
105  944,626
628  964,102
628  789,102
628  720,124
628  914,124
120  628,127
628  766,143
104  628,188
628  649,188
104  628  649,175
154  628,434
154  168  628,423
168  628,436
529  567,109
143  279  567  606,100
143  279  346  567,100
143  567  606  844,101
143  567  844  85,102
143  346  567  844,102
143  567  85,107
143  346  567  85,104
143  567  606  85,103
143  346  567  606  85,100
143  346  567  606,104
143  346  567,108
279  567  85,104
346  567  844  85,100
567  606  844  85,100
346  567  85,106
346  567  606  85,102
567  606  85,107
279  346  567,103
279  346  567  606,100
346  567  844,103
346  567  606,107
279  567  844,100
279  567  606,104
567  844,132
567  606  844,104
567  606,133
362  567,195
362  438  567,156
438  567,213
120  567  893,206
120  350  567  893,195
120  354  567  893,190
350  354  567  893,190
120  350  354  567  893,180
350  567  893,207
567  913,238
423  567  913,219
350  354  567,201
120  350  354  567,189
120  350  567,205
120  567,248
120  354  567,206
423  567,250
354  567,337
361  368,118
361  722,118
242  361,196
242  361  775,172
361  775,204
361  381,230
361  381  57,202
361  57,231
361  48,233
361  48  878,216
361  878,246
361  500,303
361  477  500,285
361  477,307
377  48  554,105
377  554  663,112
242  554,126
48  554,128
48  554  663,107
554  663,132
554  998,135
554  718,267
554  718  797,257
554  797,277
401  554  918,344
401  554  886  918,332
554  886  918,345
554  886,372
401  554  886,348
401  554,378
706  992,103
427  992,105
888  992,111
919  992,128
419  992,132
335  720  992,123
335  509  720  992,122
335  509  992,127
639  720  992,121
509  639  720  992,120
335  639  720  992,121
335  509  639  720  992,120
335  639  992,123
509  639  992,123
335  509  639  992,122
38  992,141
38  598  992,115
509  992,143
509  720  992,122
797  992,149
177  992,149
177  797  992,115
720  992,153
598  992,160
54  541  992,134
54  541  600  992,130
541  600  992,140
54  992,164
54  600  992,142
981  992,172
394  981  992,142
394  992,176
600  992,244
458  789,106
290  458  888,750
208  290  458  888,720
208  290  458,751
208  458,796
458  888,796
208  458  888,757
390  941,100
460  941,114
183  941,118
523  941,163
523  789  941,140
510  52  941,182
510  52  538  941,176
510  538  941,187
52  941,209
52  538  941,191
789  941,221
198  941,242
198  90  941,220
90  941,244
538  694  763  941,229
334  538  694  763  941,220
334  538  694  941,232
694  763  941,246
334  694  763  941,237
334  694  941,252
538  763  941,245
334  538  763  941,231
334  763  941,253
334  941,364
334  538  941,248
538  941,464
10  688,213
487  688,214
487  522  688,187
522  688,222
132  688,580
157  581,102
157  72,103
157  368,130
157  276  500  769,156
157  276  500  738  769,152
157  500  738  769,158
157  276  769,166
157  276  738  769,162
157  738  769,169
157  276  500,167
157  276  500  738,162
157  500  738,168
157  738,186
157  276  738,172
157  276,197
157  274  28  346  735,287
157  274  28  346  735  809,282
157  274  28  346  809,289
157  274  28  735,295
157  274  28  735  809,290
157  274  28  809,297
145  157  274  28  735,288
145  157  274  28  735  809,283
145  157  274  28  809,289
145  157  274  28  346  735,280
145  157  274  28  346  735  809,275
145  157  274  28  346  809,281
145  157  28  346  809,288
145  157  28  346  735,288
145  157  28  346  735  809,282
145  157  28  735,296
145  157  28  809,296
145  157  28  735  809,290
157  28  346  735,296
157  28  346  735  809,290
157  28  346  809,297
157  28  735,304
157  28  735  809,298
157  28  809,305
145  157  274  346  809,286
145  157  274  346  735  809,280
145  157  346  735  809,287
145  157  274  809,294
145  157  274  735  809,288
145  157  735  809,295
157  274  346  809,294
157  274  346  735  809,287
157  274  735  809,295
157  346  809,303
157  346  735  809,296
157  735  809,304
145  157  274  346,291
145  157  274  346  735,285
145  157  274  735,293
157  274  346,300
157  274  346  735,292
157  274  735,301
145  157  346,299
145  157  346  735,293
157  346  735,302
157  735,325
145  157  735,301
145  157,327
157  810  960,442
157  470  810  960,427
157  470  810,443
157  960,463
157  470  960,440
157  470,465
27  733  900,200
27  733  900  921,194
733  900  921,207
27  733,228
27  733  921,213
733  921,239
733  932,357
516  733  998,414
516  523  733  998,407
516  523  733,415
733  998,434
523  733  998,420
523  733,439
548  978,104
183  978,134
378  487  978,129
378  487  510  978,125
378  510  978,140
487  978,170
487  510  978,143
510  978,174
970  978,231
294  853  978,347
294  883  978,347
294  853  883  978,339
853  978,365
853  883  978,354
883  978,601
357  829,105
357  749,106
357  460,112
357  403  886,169
357  403  653  886,161
357  403  653,172
357  886,193
357  653  886,166
357  653,198
357  580,227
357  580  919,205
357  919,240
27  354  357  480  752,396
27  354  357  480  58  752,380
27  354  357  58  752,401
27  354  357  480,420
27  354  357  480  58,403
27  354  357  58,424
27  357  480  752,419
27  357  480  58  752,402
27  357  58  752,425
27  357  480,445
27  357  480  58,426
27  357  58,449
354  357  480  58,422
354  357  480  58  752,398
354  357  58  752,423
357  480  58,448
357  480  58  752,423
357  58  752,451
354  357  480,443
354  357  480  752,416
357  480  752,444
357  752,485
354  357  752,442
354  357,492
132  394,103
394  895,104
362  394,106
394  981,182
394  487  510,437
217  394  487,437
217  394  487  510,423
394  510,499
217  394  510,432
217  394,543
378  888,106
378  618  766,104
378  618  766  895,100
378  618  895,107
378  541,122
378  895,138
378  766  895,110
378  766,148
378  487,162
378  487  510,142
378  385  45,165
378  385  45  583,160
378  385  583,167
378  510,176
378  583,178
378  45  583,164
378  68,231
378  449  68,219
378  68  692,213
378  449  68  692,213
378  449,234
378  449  692,220
378  692,241
116  378  45  534  673,209
116  378  45  534  673  989,206
116  378  534  673  989,213
378  45  534  673,217
378  45  534  673  989,212
378  534  673  989,219
116  378  45  534,218
116  378  45  534  989,215
116  378  534  989,224
378  45  534,229
378  45  534  989,221
378  534  989,230
116  378  45  673,222
116  378  45  673  989,219
116  378  673  989,228
378  45  673,233
378  45  673  989,225
378  673  989,234
378  989,253
378  45  989,239
116  378  45,235
116  378  45  989,230
116  378  989,241
378  45,420
377  918,103
285  377,108
377  956,114
377  48,128
377  48  663,104
346  373  377  494,103
346  373  377  424  494,102
373  377  424  494,106
346  373  377,112
346  373  377  424,111
373  377  424,117
377  663,132
377  424  494,115
346  377  424  494,110
346  377  424,119
17  377,137
17  377  541,118
377  541,142
377  494,142
346  377  494,111
368  377,142
346  377,143
377  788,211
265  37  377  411,204
265  37  377  411  68,197
265  37  377  68,205
265  377  411,215
265  377  411  68,208
265  377  68,216
37  377  411,220
37  377  411  68,213
37  377  68,225
377  411,241
377  411  68,225
377  68,242
73  948,102
883  948,108
326  469  841  948,107
326  469  841  885  948,105
326  469  885  948,107
326  885  948,113
326  841  885  948,111
326  841  948,115
682  948,120
469  841  948,110
469  841  885  948,108
469  885  948,111
841  948,131
841  885  948,115
885  948,134
192  720  798  948,116
192  720  798  918  948,112
192  720  918  948,117
192  720  722  798  948,104
192  720  722  798  918  948,100
192  720  722  918  948,105
192  722  798  948,112
192  722  918  948,112
192  722  798  918  948,107
192  798  948,125
192  798  918  948,120
192  918  948,126
720  722  798  948,110
720  722  798  918  948,104
722  798  918  948,111
720  798  948,122
720  798  918  948,116
798  918  948,124
720  918  948,122
720  722  918  948,110
720  722  948,124
918  948,155
722  918  948,125
843  948,201
449  948,296
449  470  948,275
470  948,302
722  948,352
129  322  651,100
140  322  651,101
129  322  766,103
129  140  322,105
140  322,134
140  322  766,104
322  766,148
27  322,188
27  322  775,164
322  775,197
151  275  322  620  803,214
151  275  322  343  620,214
151  275  322  343  620  803,209
151  275  322  803,221
151  275  322  343  803,216
151  275  322  343,222
151  322  620  803,223
151  322  343  620,223
151  322  343  620  803,218
151  322  803,231
151  322  343  803,225
151  322  343,232
275  322  620  803,226
275  322  343  620  803,220
275  322  343  803,227
322  620  803,235
322  343  620  803,229
322  343  803,236
322  343,250
322  343  620,234
275  322  620,232
275  322  343  620,225
275  322  343,233
322  620,261
322  694,395
322  694  897,363
322  897,404
104  210,110
104  694,110
104  354,148
104  120,175
104  649,185
104  332  598  614,152
104  332  381  598  614,150
104  381  598  614,154
104  332  614,158
104  332  381  614,155
104  381  614,160
104  332  598,161
104  332  381  598,156
104  381  598,162
104  591,198
104  529  591,181
104  529,223
104  381,255
104  332  381,163
104  332,258
350  414  832,106
350  414  832  857,103
414  832  857,108
414  857,127
350  414  857,109
350  414,135
390  414,160
414  460,174
183  414  460,145
140  414  935,176
140  414  829  935,171
414  829  935,183
140  414,207
140  414  829,187
414  829,244
414  513  795,323
414  513  795  914,309
414  513  914,328
414  795,355
414  795  914,325
414  914,364
183  414,384
283  988,152
283  663  988,116
663  988,157
151  988,247
438  548  988,197
438  470  548  988,182
438  470  988,198
548  988,251
470  548  988,218
470  988,260
580  832  871  988,319
39  580  832  871  988,307
39  580  832  988,322
580  871  988,340
39  580  871  988,325
39  580  988,341
832  871  988,334
39  832  871  988,322
39  832  988,338
871  988,367
39  871  988,340
39  988,371
183  900,102
387  682  900,102
110  387  900,107
788  900,124
110  788  900,107
815  900,127
523  815  900,115
523  900,129
449  900,133
110  449  900,123
682  900,139
110  682  900,112
110  900,143
27  900,229
27  900  921,210
900  921,246
617  829  900,343
617  814  829  900,333
617  814  900,346
236  617  829  900,330
236  617  814  829  900,321
236  617  814  900,333
236  829  900,347
236  814  829  900,335
236  814  900,348
814  900,367
814  829  900,348
829  900,401
217  283  33  515,755
217  283  33  346  515,732
283  33  346  515,763
217  33  515,789
217  33  346  515,764
33  346  515,797
217  283  515,799
217  283  346  515,773
283  346  515,806
217  515,843
217  346  515,809
346  515,849
111  362,100
111  205,101
111  229,102
111  653  706,101
111  653  85,101
111  85,123
111  706,123
111  706  85,106
110  111  140,160
110  111  140  354,151
110  111  140  510,151
110  111  140  354  510,143
110  111  354  510,152
110  111  354,162
111  140  354,161
111  140  354  510,152
111  140  510,162
111  510,194
111  354  510,170
111  210  349  72  778  888,176
111  210  349  354  72  778  888,175
111  210  354  72  778  888,177
111  210  349  72  888,180
111  210  349  354  72  888,179
111  210  354  72  888,181
111  210  349  72  778,183
111  210  349  354  72  778,182
111  210  354  72  778,184
111  210  349  72,187
111  210  349  354  72,186
111  210  354  72,188
111  210  349  778  888,187
111  210  349  354  778  888,186
111  210  354  778  888,188
111  210  349  888,191
111  210  349  354  888,190
111  210  354  888,192
111  210  349  778,194
111  210  349  354  778,193
111  210  354  778,195
111  210  349,198
111  210  349  354,197
111  210  354,200
111  349  72  778  888,182
111  349  354  72  778  888,181
111  349  354  72  888,185
111  349  72  778,190
111  349  354  72  778,189
111  349  354  72,193
111  349  778  888,193
111  349  354  778  888,192
111  349  354  888,196
111  349  778,201
111  349  354  778,200
111  349  354,206
111  72  778  888,184
111  354  72  778  888,183
111  354  72  888,187
111  72  778,192
111  354  72  778,191
111  354  72,201
111  778  888,195
111  354  778  888,194
111  354  778,208
111  888,228
111  354  888,201
111  354,407
527  682  803,127
346  527  682  803,126
346  527  682,134
319  527  720,156
319  48  527  720,154
319  527  676  720,156
319  368  527  720,156
319  48  527  676  720,154
319  368  48  527  720,154
319  368  527  676  720,156
319  368  48  527  676  720,154
319  527  529  720,152
319  48  527  529  720,150
319  527  529  676  720,152
319  368  527  529  720,152
319  48  527  529  676  720,150
319  368  48  527  529  720,150
319  368  527  529  676  720,152
319  368  48  527  529  676  720,150
319  48  527  529,154
319  48  527  529  676,153
319  368  48  527  529,154
319  368  48  527  529  676,153
319  527  529  676,155
319  368  527  529  676,155
319  368  527  529,156
319  48  527,158
319  48  527  676,157
