,freq_items,frequency
10624,'108'  '438'  '684'  '766'  '8',223
10625,'108'  '438'  '486'  '766'  '8',223
10626,'108'  '438'  '486'  '684'  '766'  '8',219
10627,'108'  '438'  '684'  '8',230
10628,'108'  '438'  '486'  '684'  '8',226
10629,'108'  '438'  '486'  '8',231
10630,'108'  '242'  '438'  '684'  '71'  '766'  '8',206
10631,'108'  '242'  '438'  '486'  '71'  '766'  '8',206
10632,'108'  '242'  '438'  '486'  '684'  '71'  '766'  '8',202
10633,'108'  '242'  '438'  '486'  '71'  '8',213
10634,'108'  '242'  '438'  '684'  '71'  '8',213
10635,'108'  '242'  '438'  '486'  '684'  '71'  '8',209
10636,'108'  '242'  '486'  '71'  '766'  '8',213
10637,'108'  '242'  '486'  '684'  '71'  '766'  '8',209
10638,'108'  '242'  '684'  '71'  '766'  '8',214
10639,'108'  '242'  '486'  '71'  '8',221
10640,'108'  '242'  '486'  '684'  '71'  '8',217
10641,'108'  '242'  '684'  '71'  '8',222
10642,'108'  '438'  '684'  '71'  '8',222
10643,'108'  '438'  '486'  '684'  '71'  '8',218
10644,'108'  '438'  '486'  '71'  '8',223
10645,'108'  '438'  '486'  '71'  '766'  '8',215
10646,'108'  '438'  '684'  '71'  '766'  '8',215
10647,'108'  '438'  '486'  '684'  '71'  '766'  '8',211
10648,'108'  '486'  '71'  '766'  '8',222
10649,'108'  '486'  '684'  '71'  '766'  '8',218
10650,'108'  '684'  '71'  '766'  '8',223
10651,'108'  '684'  '71'  '8',231
10652,'108'  '486'  '71'  '8',231
10653,'108'  '486'  '684'  '71'  '8',226
10654,'108'  '242'  '486'  '766'  '8',225
10655,'108'  '242'  '486'  '684'  '766'  '8',221
10656,'108'  '242'  '684'  '766'  '8',226
10657,'108'  '242'  '486'  '8',233
10658,'108'  '242'  '486'  '684'  '8',229
10659,'108'  '242'  '684'  '8',234
10660,'108'  '486'  '766'  '8',234
10661,'108'  '486'  '684'  '766'  '8',230
10662,'108'  '684'  '766'  '8',235
10663,'108'  '486'  '8',243
10664,'108'  '684'  '8',243
10665,'108'  '486'  '684'  '8',238
10666,'108'  '242'  '438'  '486'  '75'  '766'  '8',206
10667,'108'  '242'  '438'  '684'  '75'  '766'  '8',206
10668,'108'  '242'  '438'  '486'  '684'  '75'  '766'  '8',203
10669,'108'  '242'  '438'  '684'  '71'  '75'  '766'  '8',199
10670,'108'  '242'  '438'  '486'  '71'  '75'  '766'  '8',199
10671,'108'  '242'  '438'  '486'  '684'  '71'  '75'  '766'  '8',196
10672,'108'  '242'  '438'  '486'  '71'  '75'  '8',206
10673,'108'  '242'  '438'  '684'  '71'  '75'  '8',206
10674,'108'  '242'  '438'  '486'  '684'  '71'  '75'  '8',203
10675,'108'  '242'  '438'  '684'  '75'  '8',213
10676,'108'  '242'  '438'  '486'  '75'  '8',213
10677,'108'  '242'  '438'  '486'  '684'  '75'  '8',210
10678,'108'  '438'  '486'  '71'  '75'  '766'  '8',208
10679,'108'  '438'  '684'  '71'  '75'  '766'  '8',208
10680,'108'  '438'  '486'  '684'  '71'  '75'  '766'  '8',205
10681,'108'  '438'  '684'  '75'  '766'  '8',215
10682,'108'  '438'  '486'  '75'  '766'  '8',215
10683,'108'  '438'  '486'  '684'  '75'  '766'  '8',212
10684,'108'  '438'  '684'  '71'  '75'  '8',215
10685,'108'  '438'  '486'  '684'  '71'  '75'  '8',212
10686,'108'  '438'  '486'  '71'  '75'  '8',216
10687,'108'  '438'  '684'  '75'  '8',222
10688,'108'  '438'  '486'  '684'  '75'  '8',219
10689,'108'  '438'  '486'  '75'  '8',223
10690,'108'  '242'  '486'  '71'  '75'  '766'  '8',206
10691,'108'  '242'  '486'  '684'  '71'  '75'  '766'  '8',203
10692,'108'  '242'  '684'  '71'  '75'  '766'  '8',207
10693,'108'  '242'  '486'  '71'  '75'  '8',214
10694,'108'  '242'  '486'  '684'  '71'  '75'  '8',211
10695,'108'  '242'  '684'  '71'  '75'  '8',215
10696,'108'  '486'  '71'  '75'  '766'  '8',215
10697,'108'  '486'  '684'  '71'  '75'  '766'  '8',212
10698,'108'  '684'  '71'  '75'  '766'  '8',216
10699,'108'  '684'  '71'  '75'  '8',224
10700,'108'  '486'  '71'  '75'  '8',224
10701,'108'  '486'  '684'  '71'  '75'  '8',220
10702,'108'  '242'  '486'  '75'  '766'  '8',217
10703,'108'  '242'  '486'  '684'  '75'  '766'  '8',214
10704,'108'  '242'  '684'  '75'  '766'  '8',218
10705,'108'  '242'  '486'  '75'  '8',225
10706,'108'  '242'  '486'  '684'  '75'  '8',222
10707,'108'  '242'  '684'  '75'  '8',226
10708,'108'  '486'  '75'  '766'  '8',226
10709,'108'  '486'  '684'  '75'  '766'  '8',223
10710,'108'  '684'  '75'  '766'  '8',227
10711,'108'  '486'  '75'  '8',235
10712,'108'  '684'  '75'  '8',235
10713,'108'  '486'  '684'  '75'  '8',231
10714,'108'  '242'  '486'  '75'  '766',229
10715,'108'  '242'  '486'  '684'  '75'  '766',226
10716,'108'  '242'  '684'  '75'  '766',230
10717,'108'  '242'  '486'  '75',237
10718,'108'  '242'  '486'  '684'  '75',234
10719,'108'  '242'  '684'  '75',238
10720,'108'  '242'  '438'  '684'  '75'  '766',217
10721,'108'  '242'  '438'  '486'  '75'  '766',217
10722,'108'  '242'  '438'  '486'  '684'  '75'  '766',214
10723,'108'  '242'  '438'  '486'  '75',224
10724,'108'  '242'  '438'  '684'  '75',224
10725,'108'  '242'  '438'  '486'  '684'  '75',221
10726,'108'  '438'  '486'  '75'  '766',226
10727,'108'  '438'  '684'  '75'  '766',226
10728,'108'  '438'  '486'  '684'  '75'  '766',223
10729,'108'  '438'  '486'  '75',234
10730,'108'  '438'  '486'  '684'  '75',230
10731,'108'  '438'  '684'  '75',236
10732,'108'  '242'  '438'  '684'  '71'  '75'  '766',210
10733,'108'  '242'  '438'  '486'  '71'  '75'  '766',210
10734,'108'  '242'  '438'  '486'  '684'  '71'  '75'  '766',207
10735,'108'  '242'  '438'  '486'  '71'  '75',217
10736,'108'  '242'  '438'  '684'  '71'  '75',217
10737,'108'  '242'  '438'  '486'  '684'  '71'  '75',214
10738,'108'  '242'  '486'  '71'  '75'  '766',218
10739,'108'  '242'  '486'  '684'  '71'  '75'  '766',215
10740,'108'  '242'  '684'  '71'  '75'  '766',219
10741,'108'  '242'  '486'  '71'  '75',226
10742,'108'  '242'  '486'  '684'  '71'  '75',223
10743,'108'  '242'  '684'  '71'  '75',227
10744,'108'  '438'  '486'  '71'  '75',227
10745,'108'  '438'  '684'  '71'  '75',227
10746,'108'  '438'  '486'  '684'  '71'  '75',223
10747,'108'  '438'  '486'  '71'  '75'  '766',219
10748,'108'  '438'  '684'  '71'  '75'  '766',219
10749,'108'  '438'  '486'  '684'  '71'  '75'  '766',216
10750,'108'  '486'  '71'  '75'  '766',227
10751,'108'  '486'  '684'  '71'  '75'  '766',224
10752,'108'  '684'  '71'  '75'  '766',228
10753,'108'  '486'  '71'  '75',236
10754,'108'  '486'  '684'  '71'  '75',232
10755,'108'  '684'  '71'  '75',237
10756,'108'  '486'  '75'  '766',238
10757,'108'  '486'  '684'  '75'  '766',235
10758,'108'  '684'  '75'  '766',239
10759,'108'  '486'  '75',247
10760,'108'  '486'  '684'  '75',243
10761,'108'  '684'  '75',250
10762,'108'  '242'  '438'  '486'  '71'  '766',217
10763,'108'  '242'  '438'  '684'  '71'  '766',217
10764,'108'  '242'  '438'  '486'  '684'  '71'  '766',213
10765,'108'  '242'  '438'  '684'  '71',224
10766,'108'  '242'  '438'  '486'  '71',224
10767,'108'  '242'  '438'  '486'  '684'  '71',220
10768,'108'  '242'  '438'  '684'  '766',225
10769,'108'  '242'  '438'  '486'  '766',225
10770,'108'  '242'  '438'  '486'  '684'  '766',221
10771,'108'  '242'  '438'  '486',232
10772,'108'  '242'  '438'  '684',232
10773,'108'  '242'  '438'  '486'  '684',228
10774,'108'  '242'  '486'  '71'  '766',225
10775,'108'  '242'  '486'  '684'  '71'  '766',221
10776,'108'  '242'  '684'  '71'  '766',226
10777,'108'  '242'  '486'  '71',233
10778,'108'  '242'  '486'  '684'  '71',229
10779,'108'  '242'  '684'  '71',234
10780,'108'  '242'  '486'  '766',237
10781,'108'  '242'  '486'  '684'  '766',233
10782,'108'  '242'  '684'  '766',238
10783,'108'  '242'  '486',245
10784,'108'  '242'  '486'  '684',241
10785,'108'  '242'  '684',246
10786,'108'  '438'  '486'  '766',234
10787,'108'  '438'  '486'  '684'  '766',230
10788,'108'  '438'  '486'  '684',237
10789,'108'  '438'  '486'  '71',234
10790,'108'  '438'  '486'  '684'  '71',229
10791,'108'  '438'  '486'  '71'  '766',226
10792,'108'  '438'  '486'  '684'  '71'  '766',222
10793,'108'  '486'  '684'  '71'  '766',230
10794,'108'  '486'  '684'  '71',238
10795,'108'  '486'  '766',246
10796,'108'  '486'  '684'  '766',242
10797,'108'  '486'  '684',250
10798,'108'  '438'  '71',239
10799,'108'  '438'  '684'  '71',234
10800,'108'  '438'  '71'  '766',230
10801,'108'  '438'  '684'  '71'  '766',226
10802,'108'  '438'  '684'  '766',234
10803,'108'  '438'  '684',244
10804,'108'  '71'  '766',240
10805,'108'  '684'  '71'  '766',235
10806,'108'  '684'  '71',245
10807,'108'  '684',271
10808,'108'  '684'  '766',247
10809,'108'  '766',275
10810,'108'  '55',360
10811,'108'  '294'  '55',333
10812,'108'  '294',364
10813,'594'  '785',107
10814,'236'  '785',119
10815,'682'  '785',122
10816,'205'  '217'  '785',101
10817,'177'  '205'  '785',103
10818,'151'  '35'  '785',105
10819,'151'  '35'  '785'  '93',100
10820,'151'  '785'  '93',114
10821,'6'  '785',125
10822,'177'  '785',126
10823,'177'  '217'  '785',102
10824,'35'  '785',126
10825,'35'  '785'  '93',114
10826,'217'  '785',147
10827,'568'  '785'  '966',142
10828,'140'  '568'  '785'  '966',133
10829,'140'  '568'  '785',143
10830,'785'  '966',173
10831,'140'  '785'  '966',141
10832,'140'  '785',175
10833,'785'  '93',369
10834,'378'  '507'  '766',100
10835,'378'  '507'  '895',104
10836,'507'  '618',116
10837,'507'  '618'  '895',102
10838,'507'  '895',133
10839,'507'  '766'  '895',103
10840,'507'  '964',144
10841,'507'  '789'  '964',125
10842,'507'  '766',153
10843,'507'  '789',175
10844,'507'  '998',177
10845,'450'  '507',332
10846,'450'  '507'  '6',312
10847,'507'  '6',343
10848,'522'  '591'  '692'  '742',107
10849,'368'  '522'  '591'  '692'  '742',104
10850,'368'  '522'  '591'  '742',111
10851,'591'  '692'  '742',117
10852,'368'  '591'  '692'  '742',112
10853,'368'  '591'  '742',120
10854,'32'  '742',133
10855,'522'  '692'  '742',111
10856,'368'  '522'  '692'  '742',106
10857,'368'  '692'  '742',117
10858,'401'  '742'  '789',137
10859,'401'  '742'  '758'  '789',132
10860,'742'  '758'  '789',139
10861,'580'  '742',163
10862,'17'  '580'  '742',148
10863,'401'  '742',164
10864,'401'  '742'  '758',146
10865,'17'  '742',165
10866,'742'  '758',166
10867,'368'  '742',169
10868,'368'  '522'  '742',122
10869,'522'  '742',186
10870,'145'  '28'  '346'  '735'  '742'  '809',280
10871,'145'  '157'  '28'  '346'  '735'  '742'  '809',278
10872,'145'  '157'  '28'  '346'  '735'  '742',284
10873,'145'  '274'  '28'  '346'  '735'  '742'  '809',274
10874,'145'  '157'  '274'  '28'  '346'  '735'  '742'  '809',272
10875,'145'  '157'  '274'  '28'  '346'  '735'  '742',277
10876,'145'  '274'  '28'  '735'  '742'  '809',281
10877,'145'  '157'  '274'  '28'  '735'  '742'  '809',279
10878,'145'  '157'  '274'  '28'  '735'  '742',284
10879,'145'  '28'  '735'  '742'  '809',287
10880,'145'  '157'  '28'  '735'  '742'  '809',285
10881,'145'  '157'  '28'  '735'  '742',291
10882,'145'  '274'  '28'  '742'  '809',289
10883,'145'  '157'  '274'  '28'  '742'  '809',285
10884,'145'  '157'  '274'  '28'  '742',290
10885,'145'  '274'  '28'  '346'  '742'  '809',282
10886,'145'  '157'  '274'  '28'  '346'  '742'  '809',278
10887,'145'  '157'  '274'  '28'  '346'  '742',283
10888,'145'  '28'  '346'  '742'  '809',288
10889,'145'  '157'  '28'  '346'  '742'  '809',284
10890,'145'  '157'  '28'  '346'  '742',290
10891,'145'  '28'  '742'  '809',295
10892,'145'  '157'  '28'  '742'  '809',291
10893,'145'  '157'  '28'  '742',297
10894,'28'  '346'  '735'  '742'  '809',289
10895,'157'  '28'  '346'  '735'  '742'  '809',286
10896,'157'  '28'  '346'  '735'  '742',292
10897,'28'  '735'  '742'  '809',296
10898,'157'  '28'  '735'  '742'  '809',293
10899,'157'  '28'  '735'  '742',299
10900,'274'  '28'  '346'  '735'  '742'  '809',282
10901,'157'  '274'  '28'  '346'  '735'  '742'  '809',279
10902,'157'  '274'  '28'  '346'  '735'  '742',284
10903,'274'  '28'  '735'  '742'  '809',289
10904,'157'  '274'  '28'  '735'  '742'  '809',286
10905,'157'  '274'  '28'  '735'  '742',291
10906,'157'  '274'  '28'  '346'  '742',290
10907,'274'  '28'  '346'  '742'  '809',290
10908,'157'  '274'  '28'  '346'  '742'  '809',285
10909,'274'  '28'  '742'  '809',297
10910,'157'  '274'  '28'  '742',297
10911,'157'  '274'  '28'  '742'  '809',292
10912,'28'  '346'  '742'  '809',297
10913,'157'  '28'  '346'  '742'  '809',292
10914,'157'  '28'  '346'  '742',298
10915,'28'  '742'  '809',304
10916,'157'  '28'  '742'  '809',299
10917,'157'  '28'  '742',305
10918,'274'  '346'  '735'  '742'  '809',288
10919,'157'  '274'  '346'  '735'  '742'  '809',284
10920,'157'  '274'  '346'  '735'  '742',289
10921,'274'  '735'  '742'  '809',295
10922,'157'  '274'  '735'  '742'  '809',291
10923,'157'  '274'  '735'  '742',296
10924,'145'  '274'  '735'  '742'  '809',287
10925,'145'  '157'  '274'  '735'  '742'  '809',284
10926,'145'  '157'  '274'  '735'  '742',289
10927,'145'  '274'  '346'  '735'  '742'  '809',280
10928,'145'  '157'  '274'  '346'  '735'  '742'  '809',277
10929,'145'  '157'  '274'  '346'  '735'  '742',282
10930,'145'  '346'  '735'  '742'  '809',286
10931,'145'  '157'  '346'  '735'  '742'  '809',283
10932,'145'  '157'  '346'  '735'  '742',289
10933,'145'  '735'  '742'  '809',293
10934,'145'  '157'  '735'  '742'  '809',290
10935,'145'  '157'  '735'  '742',296
10936,'346'  '735'  '742'  '809',296
10937,'157'  '346'  '735'  '742'  '809',292
10938,'157'  '346'  '735'  '742',298
10939,'735'  '742'  '809',303
10940,'157'  '735'  '742'  '809',299
10941,'157'  '735'  '742',305
10942,'157'  '274'  '346'  '742',295
10943,'157'  '274'  '346'  '742'  '809',290
10944,'157'  '274'  '742'  '809',297
10945,'145'  '157'  '274'  '742',295
10946,'145'  '157'  '274'  '742'  '809',290
10947,'145'  '157'  '274'  '346'  '742',288
10948,'145'  '157'  '274'  '346'  '742'  '809',283
10949,'145'  '157'  '346'  '742'  '809',289
10950,'145'  '157'  '742'  '809',296
10951,'157'  '346'  '742',304
10952,'157'  '346'  '742'  '809',298
10953,'157'  '742'  '809',305
10954,'145'  '346'  '742'  '809',294
10955,'145'  '274'  '346'  '742'  '809',288
10956,'145'  '274'  '742'  '809',295
10957,'274'  '742'  '809',304
10958,'346'  '742'  '809',304
10959,'274'  '346'  '742'  '809',296
10960,'145'  '274'  '742',300
10961,'145'  '274'  '346'  '742',293
10962,'274'  '346'  '742',301
10963,'145'  '742',326
10964,'145'  '346'  '742',301
10965,'346'  '742',327
10966,'682'  '797'  '838',126
10967,'280'  '797'  '838',126
10968,'280'  '682'  '797'  '838',120
10969,'280'  '419'  '797'  '838',119
10970,'419'  '682'  '797'  '838',119
10971,'280'  '419'  '682'  '797'  '838',114
10972,'419'  '682'  '838',126
10973,'280'  '419'  '682'  '838',120
10974,'280'  '682'  '838',127
10975,'280'  '838',148
10976,'280'  '419'  '838',130
10977,'419'  '838',206
10978,'487'  '688'  '838',184
10979,'487'  '522'  '688'  '838',173
10980,'522'  '688'  '838',191
10981,'631'  '752'  '838',198
10982,'362'  '631'  '752'  '838',195
10983,'362'  '631'  '838',202
10984,'752'  '838',217
10985,'362'  '752'  '838',207
10986,'487'  '838',219
10987,'487'  '522'  '838',190
10988,'522'  '838',224
10989,'100'  '838',237
10990,'100'  '362'  '838',220
10991,'362'  '838',460
10992,'440'  '568',121
10993,'140'  '568',162
10994,'140'  '568'  '966',145
10995,'568'  '966',169
10996,'568'  '57'  '694',169
10997,'568'  '57'  '598'  '694',164
10998,'568'  '598'  '694',173
10999,'568'  '57',195
11000,'568'  '57'  '598',174
11001,'568'  '598',196
11002,'162'  '568'  '798'  '805',164
11003,'112'  '162'  '568'  '798'  '805',161
11004,'112'  '162'  '568'  '798',172
11005,'162'  '568'  '805',181
11006,'112'  '162'  '568'  '805',173
11007,'112'  '162'  '568',187
11008,'568'  '798'  '805',180
11009,'112'  '568'  '798'  '805',175
11010,'112'  '568'  '805',188
11011,'568'  '798',209
11012,'112'  '568'  '798',188
11013,'112'  '568',218
11014,'120'  '538'  '568'  '665'  '981',240
11015,'120'  '538'  '568'  '665'  '878',240
11016,'120'  '538'  '568'  '665'  '878'  '981',235
11017,'120'  '538'  '546'  '568'  '665',240
11018,'120'  '538'  '546'  '568'  '665'  '981',236
11019,'120'  '538'  '546'  '568'  '665'  '878',235
11020,'120'  '538'  '546'  '568'  '665'  '878'  '981',231
11021,'120'  '546'  '568'  '665'  '878'  '981',236
11022,'120'  '546'  '568'  '665'  '981',241
11023,'120'  '568'  '665'  '878',246
11024,'120'  '568'  '665'  '981',246
11025,'120'  '568'  '665'  '878'  '981',241
11026,'538'  '568'  '665'  '878'  '981',241
11027,'538'  '546'  '568'  '665'  '878',241
11028,'538'  '546'  '568'  '665'  '878'  '981',237
11029,'538'  '546'  '568'  '665',247
11030,'538'  '568'  '665'  '981',247
11031,'538'  '546'  '568'  '665'  '981',243
11032,'568'  '665'  '981',253
11033,'546'  '568'  '665',253
11034,'546'  '568'  '665'  '981',248
11035,'546'  '568'  '665'  '878',247
11036,'568'  '665'  '878'  '981',247
11037,'546'  '568'  '665'  '878'  '981',242
11038,'538'  '546'  '568',254
11039,'538'  '546'  '568'  '878',247
11040,'120'  '538'  '546'  '568',246
11041,'120'  '538'  '546'  '568'  '878',241
11042,'120'  '546'  '568'  '878',249
11043,'546'  '568'  '878',256
11044,'120'  '538'  '568'  '878'  '981',240
11045,'120'  '538'  '546'  '568'  '878'  '981',236
11046,'120'  '538'  '546'  '568'  '981',241
11047,'538'  '568'  '878'  '981',246
11048,'538'  '546'  '568'  '878'  '981',242
11049,'538'  '546'  '568'  '981',249
11050,'120'  '568'  '878'  '981',249
11051,'120'  '546'  '568'  '981',249
11052,'120'  '546'  '568'  '878'  '981',244
11053,'568'  '878'  '981',255
11054,'546'  '568'  '878'  '981',250
11055,'546'  '568'  '981',257
11056,'538'  '568'  '878',253
11057,'120'  '538'  '568'  '878',246
11058,'120'  '568'  '878',255
11059,'538'  '568',281
11060,'120'  '538'  '568',252
11061,'120'  '568',282
11062,'529'  '558',104
11063,'558'  '684',105
11064,'38'  '558',124
11065,'38'  '558'  '914',107
11066,'558'  '914',139
11067,'242'  '361'  '558',172
11068,'242'  '361'  '558'  '775',166
11069,'361'  '558'  '775',176
11070,'242'  '558',196
11071,'242'  '558'  '775',174
11072,'558'  '775',198
11073,'161'  '17'  '558'  '774',207
11074,'161'  '17'  '346'  '558'  '774',205
11075,'17'  '346'  '558'  '774',215
11076,'161'  '17'  '558',221
11077,'161'  '17'  '346'  '558',218
11078,'17'  '346'  '558',229
11079,'346'  '558'  '774',226
11080,'161'  '346'  '558'  '774',214
11081,'161'  '346'  '558',227
11082,'161'  '558',247
11083,'161'  '558'  '774',224
11084,'558'  '774',465
11085,'296'  '355'  '649',117
11086,'234'  '355'  '649',117
11087,'234'  '296'  '355'  '649',110
11088,'234'  '355'  '649'  '829',109
11089,'296'  '355'  '649'  '829',109
11090,'234'  '296'  '355'  '649'  '829',103
11091,'234'  '355',138
11092,'234'  '355'  '829',118
11093,'234'  '296'  '355',118
11094,'234'  '296'  '355'  '829',111
11095,'296'  '355'  '829',120
11096,'355'  '829',167
11097,'355'  '883',291
11098,'355'  '684'  '75',439
11099,'355'  '438'  '684'  '75',417
11100,'355'  '438'  '75',441
11101,'355'  '684',480
11102,'355'  '438'  '684',441
11103,'355'  '438',488
11104,'329'  '618'  '631'  '874',119
11105,'329'  '411'  '618'  '631'  '874',118
11106,'329'  '411'  '618'  '631',121
11107,'329'  '395'  '618'  '631',119
11108,'329'  '395'  '411'  '618'  '631',118
11109,'329'  '395'  '618'  '631'  '874',116
11110,'329'  '395'  '411'  '618'  '631'  '874',115
11111,'329'  '395'  '411'  '618'  '874',118
11112,'329'  '395'  '411'  '618',121
11113,'329'  '618'  '874',123
11114,'329'  '411'  '618'  '874',122
11115,'329'  '411'  '618',129
11116,'329'  '395'  '631'  '874',119
11117,'329'  '395'  '411'  '631'  '874',118
11118,'329'  '411'  '631'  '874',121
11119,'329'  '395'  '874',124
11120,'329'  '395'  '411'  '874',122
11121,'329'  '411'  '874',127
11122,'329'  '395'  '631',124
11123,'329'  '395'  '411'  '631',123
11124,'329'  '411'  '631',128
11125,'329'  '395',138
11126,'329'  '395'  '411',129
11127,'296'  '329'  '411'  '440'  '803',177
11128,'296'  '329'  '411'  '440'  '722'  '803',173
11129,'296'  '329'  '411'  '722'  '803',182
11130,'296'  '329'  '722'  '803',191
11131,'296'  '329'  '440'  '803',191
11132,'296'  '329'  '440'  '722'  '803',182
11133,'329'  '440'  '722'  '803',193
11134,'329'  '411'  '440'  '722'  '803',184
11135,'329'  '411'  '722'  '803',194
11136,'329'  '411'  '803',204
11137,'329'  '411'  '440'  '803',192
11138,'329'  '440'  '803',206
11139,'296'  '329'  '440',202
11140,'296'  '329'  '440'  '722',192
11141,'296'  '329'  '411'  '440',187
11142,'296'  '329'  '411'  '440'  '722',182
11143,'329'  '411'  '440'  '722',193
11144,'329'  '440'  '722',203
11145,'296'  '329'  '722',204
11146,'296'  '329'  '411'  '722',194
11147,'296'  '329'  '411',205
11148,'329'  '722',246
11149,'329'  '411'  '722',213
11150,'329'  '417'  '692'  '860',226
11151,'329'  '368'  '417'  '692'  '860',223
11152,'329'  '368'  '692'  '860',227
11153,'329'  '368'  '860',238
11154,'329'  '368'  '417'  '860',233
11155,'329'  '417'  '860',239
11156,'329'  '417'  '692',232
11157,'329'  '368'  '417'  '692',229
11158,'329'  '368'  '692',235
11159,'329'  '368',276
11160,'329'  '368'  '417',241
11161,'329'  '417',281
11162,'329'  '403'  '419'  '952',246
11163,'329'  '403'  '419'  '765'  '952',236
11164,'329'  '403'  '765'  '952',249
11165,'329'  '419'  '952',267
11166,'329'  '419'  '765'  '952',254
11167,'329'  '765'  '952',269
11168,'329'  '403'  '419',266
11169,'329'  '403'  '419'  '765',255
11170,'329'  '403'  '765',271
11171,'329'  '765',299
11172,'329'  '419'  '765',278
11173,'329'  '419',304
11174,'329'  '411',350
11175,'419'  '484',102
11176,'411'  '484',108
11177,'484'  '862',111
11178,'168'  '427'  '484',109
11179,'168'  '427'  '484'  '874',106
11180,'427'  '484'  '874',110
11181,'484'  '720',122
11182,'484'  '874',123
11183,'168'  '484'  '874',109
11184,'401'  '413'  '484'  '630'  '888',104
11185,'401'  '413'  '484'  '630'  '682'  '888',103
11186,'401'  '484'  '630'  '682'  '888',105
11187,'401'  '413'  '484'  '888',107
11188,'401'  '413'  '484'  '682'  '888',106
11189,'401'  '484'  '682'  '888',108
11190,'484'  '630'  '888',110
11191,'484'  '630'  '682'  '888',109
11192,'413'  '484'  '630'  '888',107
11193,'413'  '484'  '630'  '682'  '888',106
11194,'413'  '484'  '682'  '888',109
11195,'484'  '682'  '888',113
11196,'401'  '413'  '484'  '630',109
11197,'401'  '413'  '484'  '630'  '682',108
11198,'401'  '484'  '630'  '682',110
11199,'401'  '413'  '484',112
11200,'401'  '413'  '484'  '682',111
11201,'401'  '484'  '682',113
11202,'484'  '630'  '682',114
11203,'413'  '484'  '630'  '682',111
11204,'413'  '484'  '682',115
11205,'484'  '692',141
11206,'484'  '692'  '825',110
11207,'484'  '825',141
11208,'484'  '630',147
11209,'413'  '484'  '630',136
11210,'413'  '484',159
11211,'154'  '168'  '354'  '484'  '918',124
11212,'154'  '168'  '354'  '39'  '484'  '918',122
11213,'154'  '168'  '354'  '39'  '484',126
11214,'154'  '168'  '354'  '484'  '722'  '918',119
11215,'154'  '168'  '354'  '39'  '484'  '722'  '918',117
11216,'154'  '168'  '354'  '39'  '484'  '722',121
11217,'154'  '354'  '484'  '722'  '918',124
11218,'154'  '354'  '39'  '484'  '722'  '918',122
11219,'154'  '354'  '39'  '484'  '722',126
11220,'154'  '354'  '484'  '918',129
11221,'154'  '354'  '39'  '484'  '918',127
11222,'154'  '354'  '39'  '484',131
11223,'354'  '484'  '722'  '918',129
11224,'354'  '39'  '484'  '722'  '918',127
11225,'354'  '39'  '484'  '722',131
11226,'168'  '354'  '484'  '722'  '918',124
11227,'168'  '354'  '39'  '484'  '722'  '918',122
11228,'168'  '354'  '39'  '484'  '722',126
11229,'168'  '354'  '484'  '918',129
11230,'168'  '354'  '39'  '484'  '918',127
11231,'168'  '354'  '39'  '484',131
11232,'354'  '484'  '918',135
11233,'354'  '39'  '484'  '918',132
11234,'354'  '39'  '484',137
11235,'154'  '168'  '484'  '722'  '918',124
11236,'154'  '168'  '39'  '484'  '722'  '918',122
11237,'154'  '168'  '39'  '484'  '722',126
11238,'154'  '168'  '484'  '918',129
11239,'154'  '168'  '39'  '484'  '918',127
11240,'154'  '168'  '39'  '484',131
11241,'154'  '484'  '722'  '918',172
11242,'154'  '39'  '484'  '722'  '918',168
11243,'154'  '39'  '484'  '918',174
11244,'154'  '484'  '722',184
11245,'154'  '39'  '484'  '722',179
11246,'154'  '39'  '484',185
11247,'168'  '39'  '484'  '722',132
11248,'168'  '39'  '484'  '722'  '918',127
11249,'168'  '39'  '484'  '918',132
11250,'39'  '484'  '918',181
11251,'39'  '484'  '722'  '918',173
11252,'39'  '484'  '722',185
11253,'168'  '484'  '722',141
11254,'168'  '484'  '722'  '918',129
11255,'484'  '722'  '918',179
11256,'168'  '484',253
11257,'168'  '484'  '918',135
11258,'484'  '918',259
11259,'125'  '143'  '31'  '417'  '895',127
11260,'143'  '31'  '381'  '417'  '895',127
11261,'125'  '143'  '31'  '381'  '417'  '895',124
11262,'143'  '381'  '417'  '895',133
11263,'125'  '143'  '417'  '895',133
11264,'125'  '143'  '381'  '417'  '895',130
11265,'143'  '31'  '381'  '417',134
11266,'125'  '143'  '31'  '417',134
11267,'125'  '143'  '31'  '381'  '417',131
11268,'125'  '143'  '417',140
11269,'143'  '381'  '417',140
11270,'125'  '143'  '381'  '417',137
11271,'125'  '31'  '417'  '895',131
11272,'125'  '31'  '381'  '417'  '895',128
11273,'125'  '381'  '417'  '895',134
11274,'125'  '31'  '417',140
11275,'125'  '31'  '381'  '417',135
11276,'125'  '381'  '417',141
11277,'31'  '417'  '895',134
11278,'31'  '381'  '417'  '895',131
11279,'31'  '381'  '417',138
11280,'381'  '417',155
11281,'381'  '417'  '895',137
11282,'417'  '895',156
11283,'417'  '918',159
11284,'354'  '417'  '918',142
11285,'354'  '417',185
11286,'417'  '692'  '860',236
11287,'368'  '417'  '692'  '860',232
11288,'368'  '417'  '860',244
11289,'229'  '276'  '417',240
11290,'229'  '276'  '417'  '529',233
11291,'229'  '417'  '529',247
11292,'276'  '417',265
11293,'276'  '417'  '529',247
11294,'417'  '692',269
11295,'368'  '417'  '692',240
11296,'368'  '417',278
11297,'417'  '529',303
11298,'623'  '96',101
